main_tweet,Ad Hominem,Appeal to Fear,Appeal to Ridicule,False Dilemma,Hasty Generalization,Loaded Language,None of the above
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp Who is Boko-Haram & what do they want in Nigeria? Does Nigeria have oil? 
 ",0,0,0,0,0,0,1
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp The US, UK & France have tried to control world energy resources & markets for the last 125 years. NATO created Islamic extremist groups as a proxy force to destabilize Governments & regions! 
 ",0,1,0,0,0,0,0
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp Trudeau's BFF & plandemic co-conspirator found fleecing the sheep! How did Bill Gates get so rich? 
 ",1,0,0,0,0,1,0
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp Trudeau's NATO ally is a member of the NATO ISIS Coalition too! 
 ",0,0,0,0,0,0,1
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp For some reason MSM in Canada never mention that both radical Islam (ISIS al Qaeda etc.) & the #GreaterIsrael project were both created by the 🇺🇸Empire for control over the Suez & Middle East Oil. 
 ",0,1,0,0,0,0,0
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp While the 🇬🇧Opium Empire lost much of their territory in the 20th century the Rhodes #RoundTable did recapture the United States through the FED, common interests with the elites & control of ""Intelligence"" agencies 
 ",0,0,0,0,0,0,1
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp Canada has tried everything except for those things that we know work to reduce contagion of Covid19: ventilation of indoor spaces & Vitamin D! 
 ",0,0,0,0,0,0,1
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp How many names do you recognize from the Opioid Hall of Fame? 
 ",0,0,0,0,0,0,1
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp @user & Evan are campaigning against Iran for Israel to what end? Does Ralph want to lead a NATO invasion to investigate their air defenses? Were you were invited to bring a team to read the black boxes? 
 ",0,1,0,0,0,0,0
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp Does anyone know why Ralph Goodale & Evan Solomon are railling & wailing about Iran today? In Iraq they are celebrating victory over Bibi's ISIS! 
 ",0,0,0,0,0,1,0
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp Oh look, another super Zionist NeoCon whining & complaining about Russia taking out Bibi's covert ISIS army in Syria! 
 ",0,1,0,0,0,1,0
" [user63437]: @user @user ... @user uspoli cdnpoli pnpcbc UKpolitics auspol polcan eupol nzpol ctvpp Trump hastens to do one more dirty deal for Israel -- awarding Morocco sovereignty over contested land in the Maghreb populated with people who want independence! 
 ",0,0,0,0,0,1,0
" [user136333]: I know masks have become a partisan issue  but it's a patriotic act. Experts say wearing a mask from now until April will save more than 50,000 lives. 
 ",0,0,0,0,0,0,1
" [user32201]: @user Mask up, folks! It's not partisan - it's patriotism. 
 ",0,0,0,0,0,0,1
" [user12651]: @user It is chilling that neglecting to take COVID srsly has become some sort of shibboleth for Trump-supporters So many people are dying, grieving, unemployed, evicted, homeless, & hungry Democrats aren't the only ones suffering Democrats aren't the only ones dying This is madness 
 ",0,1,0,0,0,1,0
" [user129532]: @user Science and facts have only become a partisan issue because the GOP's political capital depends on feeding disinformation to their base. 
 ",0,0,0,0,0,0,1
" [user33277]: @user Masks are not political. Though they are a great to distinguish idiots from the sane. 
 ",0,0,0,1,0,0,0
" [user4509]: @user It's unbelievable how people refuse to wear masks just because they don't want to, and they don't think about how many lives they can save by wearing them 
 ",0,0,0,0,0,0,1
" [user51499]: @user I'm sure wearing masks between now and the year 2100 would save millions of lives... but that's not the kind of country we live in. Nor want to. 
 ",0,0,0,0,0,0,1
" [user77032]: @user The GOP professes to be the ""pro-life' party, but their hypocrisy is evident because they won't wear a piece of cloth on their face to help save lives. GOP members of Congress who refused to wear a mask while sheltering during Trump's insurrection need to be held accountable. 
 ",1,0,0,0,0,1,0
" [user104612]: @user Yesterday I forgot to wear a mask when I went out. My son got mad at me when he saw that & I decided to quietly take his lecture as if I was his kid not mom because he was right/I was at fault. One MUST put a mask on before stepping out of their door! 😷 
 ",0,0,0,0,0,0,1
" [user37811]: @user COVID-19 can be 'eliminated' in two weeks if every American just take Ivermectin...a drug that has been out there since 70s and won the Nobel Prize for Medicine in 2015. The total wholesale cost for a pill is 11 cents...total pills required will be ~ 28. For $3(wholesale cost) 
 ",0,0,0,0,0,0,1
" [user37811]: @user @user If you truly want to save lives then take Ivermectin which the Medical Pharma Complex doesn't like because there is no money for them! 
 ",0,0,0,1,0,0,0
" [user37811]: @user @user ...the best solution is to take Ivermectin! 
 ",0,0,0,0,0,0,1
" [user37811]: @user @user What to save lives then take Ivermectin! 
 ",0,0,0,1,0,0,0
" [user37811]: @user @user What is madness is that the AMA, medical Pharma Complex, the Dems, etc. not making Ivermectin available for Covid-19. 
 ",0,0,1,0,0,0,0
" [user37811]: @user @user The idiots are the one that are denying Ivermectin. 
 ",1,0,0,0,0,0,0
" [user37811]: @user @user Take Ivermectin and you will truly save lives! 
 ",0,0,0,0,0,0,1
" [user37811]: @user @user Ivermectin up and saved lives! 
 ",0,0,0,0,0,0,1
" [user37811]: @user @user Why have the Dems, the Left and Medical Pharma Complex have prevented Ivermectin from the public? 
 ",0,0,0,0,1,0,0
" [user37811]: @user @user One must take Ivermectin to destroy the virus! 
 ",0,0,0,0,0,0,1
" [user80485]: I would rather take Ivermectin and vitamin D, if you don't mind.I can be a good citizen if I stay home when sick. Covid is not spread by the asymptomatic if you have read the studies. 
 ",0,0,0,0,0,0,1
" [user36693]: You want to save 50,000 lives? Ask Fauci why he does not allow HCQ and ivermectin for covid patients 
 ",0,0,0,1,0,0,0
" [user104874]: Around 500 people 65+ are dying per day in California. (~75% of all deaths.) In total, 6 million people in CA are 65+. CA currently has 2 million unused vaccine doses. Thousands of avoidable deaths. This is a failure of managerial competence and should be a bigger scandal. 
 ",0,1,0,0,0,1,0
" [user47580]: @user @user This could be just a reporting discrepancy If I read the article, it states that the state just acts as a air traffic controller trying to match demand & supply The state by itself doesn't hold any stocks 
 ",0,0,0,0,0,0,1
" [user47580]: @user @user The reason for such a distributed system could be to avoid competing prioritization claims if a centralized distribution system was used 
 ",0,0,0,0,0,0,1
" [user45282]: When I was reporting on immunization strategies for WIRED, I spoke with an expert in vaccination campaigns about the best way to distribute a Covid-19 vaccine. I expected him to argue for a massive operation stood up by the feds. That's not what he said. 
 ",0,0,0,0,0,0,1
" [user45282]: People arguing that there should have been a huge federally run vaccination campaign for Covid-19 seem to be forgetting that, if such a thing existed, it would have been created and managed by the Trump administration. 
 ",0,0,0,0,0,0,1
" [user45282]: Instead of talking about which states are successful and which ones are falling behind, we would be talking about systemwide failuresnot to mention darker possibilities: vaccines given to those favored by the Trump administration and withheld from those it viewed as enemies. 
 ",0,1,0,0,0,0,0
" [user45282]: In fact, there are good reasons to delegate responsibility for administering the vaccines to the states, and in turn to local health authorities. They know what their needs are. The largest ongoing U.S. vaccination campaign, the Vaccines for Children Program, is run that way. 
 ",0,0,0,0,0,0,1
" [user45282]: ""CDC buys vaccines at a discount and distributes them to granteesi.e., state health departments and certain local and territorial public health agencies"": 
 ",0,0,0,0,0,0,1
" [user45282]: This isn't like the distribution of PPE in the spring, when a federally run response would have been the best way to prevent states from competing with each other. In this case, letting states and local health authorities tailor their campaigns to their populations makes sense. 
 ",0,0,0,0,0,0,1
" [user45282]: I agree with a lot of this Op-Ed, but this line jumped out at me: ""In the absence of a coordinated federal campaign, the job has fallen to overstretched, underresourced state and local governments, with predictably wan results."" 
 ",0,0,0,0,0,0,1
" [user45282]: If the implication is that we should have given local governments more money to run their campaignsthen yes, absolutely. But if it's that those governments will necessarily fail, or at least do worse than the federal government, then I think that's almost definitely wrong. 
 ",0,0,0,0,0,0,1
" [user45282]: So: let's cheer on more funding for Covid-19 vaccination efforts, but let the local health authorities run them. 
 ",0,0,0,0,0,0,1
" [user45282]: (Addendum: the WIRED piece was published in November is not about vaccination infrastructure. This was just something that came up in the reporting of it.) 
 ",0,0,0,0,0,0,1
 [user47580]: @user I agree with this thread by @user @user ... @user ,0,0,0,0,0,0,1
" [user113701]: @user @user ... @user I posted the Wired article previously. I concur that for the US a federal distribution system to states & a vaccination program run by the states is the only option. I'm not comparing that to what should occur in other countries as our system is unique. 
 ",0,0,0,0,0,0,1
" [user113701]: @user @user ... @user As for the other point - super spreaders - my reaction is that they are responsible for most proliferation of the virus and most other cases die off of their own accord without intervention. 
 ",0,0,0,0,0,0,1
